4.000000000000000000e+02 6.982726034228995404e-01
4.006006006006006146e+02 6.983450238984666436e-01
4.012012012012012292e+02 6.983956312182006965e-01
4.018018018018017870e+02 6.984246266965220551e-01
4.024024024024024015e+02 6.984322070454301867e-01
4.030030030030030161e+02 6.984185644742954002e-01
4.036036036036036307e+02 6.983838867895743041e-01
4.042042042042041885e+02 6.983283574943570660e-01
4.048048048048048031e+02 6.982521558876934042e-01
4.054054054054054177e+02 6.981554571636235940e-01
4.060060060060060323e+02 6.980384325098667464e-01
4.066066066066065900e+02 6.979012492061112960e-01
4.072072072072072046e+02 6.977440707218793836e-01
4.078078078078078192e+02 6.975670568139102912e-01
4.084084084084084338e+02 6.973703636230568215e-01
4.090090090090089916e+02 6.971541437706421096e-01
4.096096096096096062e+02 6.969185464542820840e-01
4.102102102102102208e+02 6.966637175431323881e-01
4.108108108108108354e+02 6.963897996725686435e-01
4.114114114114113931e+02 6.960969323382711904e-01
4.120120120120120077e+02 6.957852519897255172e-01
4.126126126126126223e+02 6.954548921231135106e-01
4.132132132132132369e+02 6.951059833736237259e-01
4.138138138138137947e+02 6.947386536071465946e-01
4.144144144144144093e+02 6.943530280113902053e-01
4.150150150150150239e+02 6.939492291864066686e-01
4.156156156156156385e+02 6.935273772345302845e-01
4.162162162162161962e+02 6.930875898497550480e-01
4.168168168168168108e+02 6.926299824065457189e-01
4.174174174174174254e+02 6.921546680480972213e-01
4.180180180180180400e+02 6.916617577740644673e-01
4.186186186186185978e+02 6.911513605277596062e-01
4.192192192192192124e+02 6.906235832828496735e-01
4.198198198198198270e+02 6.900785311295518643e-01
4.204204204204204416e+02 6.895163073603528536e-01
4.210210210210209993e+02 6.889370135552692620e-01
4.216216216216216139e+02 6.883407496666541503e-01
4.222222222222222285e+02 6.877276141035774115e-01
4.228228228228228431e+02 6.870977038157956018e-01
4.234234234234234009e+02 6.864511143773202040e-01
4.240240240240240155e+02 6.857879400696047512e-01
4.246246246246246301e+02 6.851082739643703512e-01
4.252252252252252447e+02 6.844122080060889290e-01
4.258258258258258024e+02 6.836998330941236324e-01
4.264264264264264170e+02 6.829712391645579306e-01
4.270270270270270316e+02 6.822265152717321701e-01
4.276276276276276462e+02 6.814657496694792593e-01
4.282282282282282040e+02 6.806890298920977855e-01
4.288288288288288186e+02 6.798964428350674494e-01
4.294294294294294332e+02 6.790880748355097030e-01
4.300300300300300478e+02 6.782640117524294521e-01
4.306306306306306055e+02 6.774243390467185044e-01
4.312312312312312201e+02 6.765691418609625085e-01
4.318318318318318347e+02 6.756985050990340635e-01
4.324324324324324493e+02 6.748125135055016433e-01
4.330330330330330071e+02 6.739112517448514472e-01
4.336336336336336217e+02 6.729948044805226237e-01
4.342342342342342363e+02 6.720632564537869502e-01
4.348348348348348509e+02 6.711166925624431068e-01
4.354354354354354655e+02 6.701551979393582936e-01
4.360360360360360232e+02 6.691788580308429824e-01
4.366366366366366378e+02 6.681877586748652398e-01
4.372372372372372524e+02 6.671819861791050688e-01
4.378378378378378102e+02 6.661616273988448800e-01
4.384384384384384248e+02 6.651267698147002028e-01
4.390390390390390394e+02 6.640775016101672090e-01
4.396396396396396540e+02 6.630139117490141398e-01
4.402402402402402686e+02 6.619360900524717817e-01
4.408408408408408263e+02 6.608441272762515251e-01
4.414414414414414409e+02 6.597381151873451532e-01
4.420420420420420555e+02 6.586181466406261231e-01
4.426426426426426133e+02 6.574843156552167001e-01
4.432432432432432279e+02 6.563367174906208357e-01
4.438438438438438425e+02 6.551754487225960322e-01
4.444444444444444571e+02 6.540006073187546454e-01
4.450450450450450717e+02 6.528122927138630960e-01
4.456456456456456294e+02 6.516106058848364357e-01
4.462462462462462440e+02 6.503956494253833043e-01
4.468468468468468586e+02 6.491675276202923950e-01
4.474474474474474164e+02 6.479263465193240146e-01
4.480480480480480310e+02 6.466722140106880845e-01
4.486486486486486456e+02 6.454052398940636204e-01
4.492492492492492602e+02 6.441255359531405933e-01
4.498498498498498748e+02 6.428332160276479801e-01
4.504504504504504325e+02 6.415283960848185973e-01
4.510510510510510471e+02 6.402111942902791730e-01
4.516516516516516617e+02 6.388817310782920478e-01
4.522522522522522763e+02 6.375401292213405124e-01
4.528528528528528341e+02 6.361865138989883928e-01
4.534534534534534487e+02 6.348210127659830171e-01
4.540540540540540633e+02 6.334437560195486094e-01
4.546546546546546779e+02 6.320548764658197038e-01
4.552552552552552356e+02 6.306545095853726135e-01
4.558558558558558502e+02 6.292427935977827902e-01
4.564564564564564648e+02 6.278198695251812067e-01
4.570570570570570794e+02 6.263858812547183907e-01
4.576576576576576372e+02 6.249409755999213445e-01
4.582582582582582518e+02 6.234853023608287748e-01
4.588588588588588664e+02 6.220190143828957519e-01
4.594594594594594810e+02 6.205422676145750938e-01
4.600600600600600387e+02 6.190552211635047541e-01
4.606606606606606533e+02 6.175580373512576937e-01
4.612612612612612679e+02 6.160508817665718562e-01
4.618618618618618825e+02 6.145339233169814230e-01
4.624624624624624403e+02 6.130073342787997204e-01
4.630630630630630549e+02 6.114712903453625170e-01
4.636636636636636695e+02 6.099259706734664332e-01
4.642642642642642841e+02 6.083715579279240782e-01
4.648648648648648987e+02 6.068082383241585331e-01
4.654654654654654564e+02 6.052362016687650170e-01
4.660660660660660710e+02 6.036556413979493607e-01
4.666666666666666856e+02 6.020667546137810078e-01
4.672672672672672434e+02 6.004697421181651729e-01
4.678678678678678580e+02 5.988648084444543329e-01
4.684684684684684726e+02 5.972521618866326598e-01
4.690690690690690872e+02 5.956320145259711429e-01
4.696696696696697018e+02 5.940045822550816812e-01
4.702702702702702595e+02 5.923700847992952045e-01
4.708708708708708741e+02 5.907287457352576876e-01
4.714714714714714887e+02 5.890807925066913198e-01
4.720720720720720465e+02 5.874264564372173592e-01
4.726726726726726611e+02 5.857659727401599570e-01
4.732732732732732757e+02 5.840995805252698903e-01
4.738738738738738903e+02 5.824275228022622874e-01
4.744744744744745049e+02 5.807500464811010676e-01
4.750750750750750626e+02 5.790674023689574845e-01
4.756756756756756772e+02 5.773798451637521811e-01
4.762762762762762918e+02 5.756876334442164733e-01
4.768768768768768496e+02 5.739910296563931480e-01
4.774774774774774642e+02 5.722903000965051667e-01
4.780780780780780788e+02 5.705857148901261056e-01
4.786786786786786934e+02 5.688775479675801661e-01
4.792792792792793080e+02 5.671660770355048120e-01
4.798798798798798657e+02 5.654515835445231842e-01
4.804804804804804803e+02 5.637343526529569049e-01
4.810810810810810949e+02 5.620146731865210965e-01
4.816816816816816527e+02 5.602928375939618677e-01
4.822822822822822673e+02 5.585691418985697654e-01
